(urokinase,pai-1)	urokinase	pai-1	[appos, activator, amod]	1.0
(urokinase,pai-1)	urokinase	pai-1	[dep, activator, nn]	1.0
(urokinase,pai-1)	urokinase	pai-1	[prep_of, levels, appos]	1.0
(urokinase,pai-1)	urokinase	pai-1	[nsubj, neutralized, dobj, effect, prep_of]	1.0
(urokinase,pai-1)	urokinase	pai-1	[amod, receptor, appos]	1.0
(urokinase,pai-1)	urokinase	pai-1	[amod, activity, appos]	1.0
(urokinase,pai-1)	urokinase	pai-1	[amod, mrna, appos]	1.0
(urokinase,pai-1)	urokinase	pai-1	[amod, plasminogen, amod, system, prep_of, components, appos, expression, prep_of, receptor, appos]	1.0
(urokinase,pai-1)	urokinase	pai-1	[dobj, regulates, nsubj]	1.0
(urokinase,pai-1)	urokinase	pai-1	[nsubj, abrogated, dobj, effect, prep_of]	1.0
(urokinase,pai-1)	urokinase	pai-1	[amod, activator, appos]	1.0
(urokinase,pai-1)	urokinase	pai-1	[amod, activator, amod]	1.0
(melphalan,ml-1)	melphalan	ml-1	[prep_to, exposed, nsubjpass]	1.0
(fentanyl,5-lipoxygenase)	fentanyl	5-lipoxygenase	[conj_nor, inhibitor, amod]	1.0
(urokinase,pai-2)	urokinase	pai-2	[nn, activity, dobj, inhibited, nsubj]	1.0
(urokinase,pai-2)	urokinase	pai-2	[amod, inhibitor, appos]	1.0
(il-2,lfa-3)	il-2	lfa-3	[prep_with, stimulated, rcmod, population, nn]	1.0
(valinomycin,ppase)	valinomycin	ppase	[nsubj, stimulate, dobj, activity, amod]	1.0
(ru486,aromatase)	ru486	aromatase	[prep_on, induction, prep_of]	1.0
(ru486,aromatase)	ru486	aromatase	[nsubj, inhibited, dobj, induction, amod]	1.0
(ru486,aromatase)	ru486	aromatase	[agent, suppressed, nsubjpass]	1.0
(dexamethasone,gastrin)	dexamethasone	gastrin	[prep_on, expression, nn]	1.0
(noradrenaline,pnmt)	noradrenaline	pnmt	[prep_of, conversion, dobj, catalyses, nsubj]	1.0
(terbutaline,bche)	terbutaline	bche	[nsubj, affect, prep_by]	1.0
(creatine,transamidinase)	creatine	transamidinase	[nsubj, affects, dobj, activity, amod]	1.0
(halothane,serca1)	halothane	serca1	[nsubj, binds, prep_to]	1.0
(epirubicin,trail-r2)	epirubicin	trail-r2	[nsubj, increased, dobj, expression, nn]	1.0
(pioglitazone,pde3b)	pioglitazone	pde3b	[nsubj, increased, dobj, mrna, nn]	1.0
(dexamethasone,ltbp-1)	dexamethasone	ltbp-1	[nsubj, induced, dobj, protein, nn]	1.0
(acarbose,amy1)	acarbose	amy1	[amod, inhibition, prep_of]	1.0
(omeprazole,fmlp)	omeprazole	fmlp	[xsubj, inhibit, prep_to]	1.0
(dexamethasone,gp130)	dexamethasone	gp130	[nsubj, induces, dobj, upregulation, prep_of]	1.0
(chlorimipramine,beta-endorphin)	chlorimipramine	beta-endorphin	[nsubj, increased, dobj, concentrations, amod]	1.0
(meth,nrg1)	meth	nrg1	[appos, methamphetamine, prep_of, symptomatology, nsubj, use, advcl, gene, nsubj]	1.0
(dexamethasone,smad5)	dexamethasone	smad5	[agent, downregulated, nsubjpass]	1.0
(il-2,erba)	il-2	erba	[dobj, affect, nsubj]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[nsubj, causes, prepc_by, inhibiting, dobj]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[dobj, inhibitors, nsubj]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[nsubj, inhibited, dobj, activity, amod, enzymatic, amod]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[nsubj, substrate, prep_of]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[prep_with, inhibition, nn]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[nn, analog, appos, inhibitor, nn]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[nsubj, inhibited, dobj, activity, nn]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[appos, inhibitor, appos]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[appos, inhibitor, nn]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[nsubj, binds, prep_to, site, prep_of]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[nsubj, inhibitor, prep_of]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[prep_on, activity, appos]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[prep_by, inhibition, nn]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[nsubj, inhibitor, nn]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[nsubj, inhibited, dobj]	1.0
(vildagliptin,dpp-4)	vildagliptin	dpp-4	[nsubj, inhibitor, appos]	1.0
(sulindac,survivin)	sulindac	survivin	[prep_by, expression, nn]	1.0
(rosiglitazone,mmp-9)	rosiglitazone	mmp-9	[amod, expression, appos]	1.0
(rosiglitazone,mmp-9)	rosiglitazone	mmp-9	[agent, prevented, nsubjpass]	1.0
(rosiglitazone,mmp-9)	rosiglitazone	mmp-9	[prep_by, suppression, nn]	1.0
(rosiglitazone,mmp-9)	rosiglitazone	mmp-9	[prep_with, reduced, nsubjpass, concentration, nn]	1.0
(rosiglitazone,mmp-9)	rosiglitazone	mmp-9	[nsubj, inhibited, dobj]	1.0
(aldosterone,sdf1)	aldosterone	sdf1	[agent, affected, nsubjpass, mrna, nn]	1.0
(probucol,ml-1)	probucol	ml-1	[amod, levels, nsubj]	1.0
(cytarabine,pcna)	cytarabine	pcna	[dep, expression, nn]	1.0
(sr141716,enos)	sr141716	enos	[nn, treatment, nsubj, increased, dobj, expression, amod]	1.0
(dexamethasone,smad3)	dexamethasone	smad3	[nsubj, affect, dobj, expression, prep_of]	1.0
(resveratrol,fasl)	resveratrol	fasl	[agent, induced, partmod, expression, nn]	1.0
(rosiglitazone,mmp-2)	rosiglitazone	mmp-2	[nsubj, suppresses, dobj, secretion, nn]	1.0
(rosiglitazone,mmp-2)	rosiglitazone	mmp-2	[agent, inhibited, nsubjpass, activity, nn]	1.0
(carvedilol,sapk)	carvedilol	sapk	[prep_by, activation, nn]	1.0
(carvedilol,sapk)	carvedilol	sapk	[nsubj, inhibited, dobj, activation, prep_of]	1.0
(thiopental,hif-1)	thiopental	hif-1	[prep_of, effect, dobj, investigated, prep_on, activity, nn]	1.0
(estradiol,phospholipase)	estradiol	phospholipase	[nsubj, activates, dobj, enzyme, amod]	1.0
(dexamethasone,gp120)	dexamethasone	gp120	[nsubj, inhibited, dobj, effect, prep_of]	1.0
(rapamycin,aicar)	rapamycin	aicar	[prep_than, effective, nsubj]	1.0
(gemcitabine,trail-r1)	gemcitabine	trail-r1	[prep_with, ligand, dobj, receptor, appos]	1.0
(tariquidar,abcb1)	tariquidar	abcb1	[appos, inhibitor, prep_of]	1.0
(chloroquine,her2)	chloroquine	her2	[prep_to, cells, num]	1.0
(carotenoid,ccr1)	carotenoid	ccr1	[amod, gene, appos]	1.0
(estradiol,tyrosinase-like)	estradiol	tyrosinase-like	[amod, activity, amod]	1.0
(secretin,endothelin-1)	secretin	endothelin-1	[nn, peptide, amod]	1.0
(dextroamphetamine,amph)	dextroamphetamine	amph	[amod, administration, appos]	1.0
(hydroquinone,gi-gpx)	hydroquinone	gi-gpx	[agent, induced, nsubjpass]	1.0
(il-2,sirt1)	il-2	sirt1	[nsubj, suppresses, dobj, transcription, amod]	1.0
(gentamicin,parp)	gentamicin	parp	[nsubj, increased, acomp]	1.0
(dexamethasone,bp-1)	dexamethasone	bp-1	[amod, treatment, agent, elevated, nsubjpass, levels, nn]	1.0
(naringenin,pi3k)	naringenin	pi3k	[nsubj, inhibited, dobj, activity, amod]	1.0
(forskolin,mct2)	forskolin	mct2	[nsubj, enhanced, dobj, expression, amod]	1.0
(rivaroxaban,cyp3a4)	rivaroxaban	cyp3a4	[nsubj, substrate, prep_of]	1.0
(dexamethasone,junb)	dexamethasone	junb	[nsubj, induce, dobj, expression, amod]	1.0
(nitroprusside,gapd)	nitroprusside	gapd	[prep_with, dehydrogenase, appos]	1.0
(alitretinoin,cyp3a4)	alitretinoin	cyp3a4	[nsubj, interacts, prep_with]	1.0
(lovastatin,icam-1)	lovastatin	icam-1	[prep_with, treated, partmod, cells, prep_in, expressed, nsubjpass]	1.0
(lovastatin,icam-1)	lovastatin	icam-1	[nsubj, suppresses, dobj, expression, prep_of]	1.0
(lovastatin,icam-1)	lovastatin	icam-1	[nsubj, reduce, dobj, expression, prep_of]	1.0
(lovastatin,icam-1)	lovastatin	icam-1	[nsubj, inhibited, acomp]	1.0
(norepinephrine,amph)	norepinephrine	amph	[iobj, reduced, nsubj]	1.0
(doxycycline,bdnf)	doxycycline	bdnf	[nsubj, induces, dobj, expression, prep_of, factor, appos]	1.0
(cetuximab,pi3k)	cetuximab	pi3k	[prep_with, inhibitor, nn]	1.0
(pimozide,gnrh)	pimozide	gnrh	[amod, release, amod]	1.0
(ketamine,homer1a)	ketamine	homer1a	[agent, induced, nsubjpass]	1.0
(cisplatin,g-csf)	cisplatin	g-csf	[prep_with, support, amod]	1.0
(cisplatin,g-csf)	cisplatin	g-csf	[amod, etoposide, dobj, administered, prep_with]	1.0
(cisplatin,g-csf)	cisplatin	g-csf	[amod, factor, appos]	1.0
(dexamethasone,angptl4)	dexamethasone	angptl4	[prep_with, treatment, nsubj, increased, dobj, levels, amod]	1.0
(desferrioxamine,mcp-1)	desferrioxamine	mcp-1	[nsubj, regulated, dobj, expression, prep_of]	1.0
(nifedipine,cyp2c)	nifedipine	cyp2c	[nsubj, enhanced, dobj, expression, amod]	1.0
(paclitaxel,mad2)	paclitaxel	mad2	[xsubj, cells, prep_with, expression, nn]	1.0
(paclitaxel,mad2)	paclitaxel	mad2	[xsubj, loss, prep_of, expression, amod]	1.0
(losartan,nox4)	losartan	nox4	[amod, treatment, prep_after]	1.0
(troglitazone,trpm3)	troglitazone	trpm3	[nsubj, inhibited, dobj]	1.0
(bisphosphonates,cox-2)	bisphosphonates	cox-2	[dobj, expression, nn]	1.0
(imidapril,ip-10)	imidapril	ip-10	[prep_of, effects, dobj, investigated, prep_on, expression, prep_of]	1.0
(gp120,bdnf)	gp120	bdnf	[amod, decreases, nsubj]	1.0
(gp120,bdnf)	gp120	bdnf	[prep_against, neuroprotective, nsubj]	1.0
(alprazolam,p300)	alprazolam	p300	[nsubj, reduced, dobj, amplitude, amod]	1.0
(melatonin,calbindin-d9k)	melatonin	calbindin-d9k	[agent, regulated, nsubjpass, expression, amod]	1.0
(l-thyroxine,oatp1a2)	l-thyroxine	oatp1a2	[dep, acebutolol, appos]	1.0
(ritonavir,pde3b)	ritonavir	pde3b	[nsubj, decreases, dobj, expression, nn]	1.0
(cholestyramine,acat)	cholestyramine	acat	[nsubj, affect, dobj]	1.0
(ouabain,egfr)	ouabain	egfr	[nsubj, transactivates, dobj]	1.0
(dexamethasone,p21ras)	dexamethasone	p21ras	[nsubj, increase, dobj, level, amod]	1.0
(dexamethasone,p21ras)	dexamethasone	p21ras	[prep_by, cells, prep_in, expression, amod]	1.0
(urokinase,gc1qr)	urokinase	gc1qr	[amod, receptor, amod]	1.0
(inulin,lectin)	inulin	lectin	[agent, inhibited, nsubjpass, activity, prep_of]	1.0
(neostigmine,cholinesterase)	neostigmine	cholinesterase	[prep_of, administration, nsubj, decreased, dobj, activity, nn]	1.0
(neostigmine,cholinesterase)	neostigmine	cholinesterase	[infmod, inhibit, dobj, activity, amod]	1.0
(neostigmine,cholinesterase)	neostigmine	cholinesterase	[prep_by, activity, amod]	1.0
(neostigmine,cholinesterase)	neostigmine	cholinesterase	[prep_like, inhibitors, amod]	1.0
(neostigmine,cholinesterase)	neostigmine	cholinesterase	[appos, inhibitor, nn]	1.0
(neostigmine,cholinesterase)	neostigmine	cholinesterase	[appos, inhibitor, prep_of]	1.0
(neostigmine,cholinesterase)	neostigmine	cholinesterase	[appos, inhibitor, prep_of, activity, amod]	1.0
(neostigmine,cholinesterase)	neostigmine	cholinesterase	[nsubj, decreased, dobj, activity, nn]	1.0
(neostigmine,cholinesterase)	neostigmine	cholinesterase	[dep, inhibitor, prep_of]	1.0
(neostigmine,cholinesterase)	neostigmine	cholinesterase	[appos, inhibitor, amod]	1.0
(neostigmine,cholinesterase)	neostigmine	cholinesterase	[amod, inhibitors, amod]	1.0
(neostigmine,cholinesterase)	neostigmine	cholinesterase	[dep, inhibitor, amod]	1.0
(neostigmine,cholinesterase)	neostigmine	cholinesterase	[agent, followed, partmod]	1.0
(corticotropin,pomc)	corticotropin	pomc	[prep_of, form, nsubj]	1.0
(lamotrigine,mao-a)	lamotrigine	mao-a	[nsubj, inhibited, dep]	1.0
(lamotrigine,mao-a)	lamotrigine	mao-a	[prep_on, activities, amod]	1.0
(fluconazole,afr1)	fluconazole	afr1	[xcomp, investigated, dobj, role, prep_of]	1.0
(selegiline,bdnf)	selegiline	bdnf	[nsubj, increased, advcl, increased, nsubj]	1.0
(risperidone,cyp3a4)	risperidone	cyp3a4	[nsubjpass, metabolized, prep_to, extent, prep_by]	1.0
(risperidone,cyp3a4)	risperidone	cyp3a4	[prep_of, metabolism, prep_to, contributes, nsubj]	1.0
(risperidone,cyp3a4)	risperidone	cyp3a4	[prep_of, metabolism, dobj, inhibited, prep_through, inhibition, prep_of]	1.0
(aldosterone,mcp-1)	aldosterone	mcp-1	[nsubj, increased, dobj, levels, nn]	1.0
(ezetimibe,abca1)	ezetimibe	abca1	[dobj, expression, nn]	1.0
(digitoxin,srp20)	digitoxin	srp20	[nn, treatment, prep_after]	1.0
(dilazep,nf-kappab)	dilazep	nf-kappab	[agent, suppressed, nsubjpass, activity, amod]	1.0
(mannitol,m6pr)	mannitol	m6pr	[amod, gene, appos]	1.0
(mannitol,m6pr)	mannitol	m6pr	[amod, activity, prep_of]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, antagonist, amod]	1.0
(rolipram,pde4)	rolipram	pde4	[dep, inhibitors, nn]	1.0
(rolipram,pde4)	rolipram	pde4	[agent, inhibition, partmod]	1.0
(rolipram,pde4)	rolipram	pde4	[nn, cilostamide, appos]	1.0
(rolipram,pde4)	rolipram	pde4	[prep_with, inhibition, nn]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, substrate, amod]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, inhibitors, prep_of]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, inhibitor, prep_of, family, nn]	1.0
(rolipram,pde4)	rolipram	pde4	[nsubj, block, dobj]	1.0
(rolipram,pde4)	rolipram	pde4	[prep_of, administration, appos, inhibitor, prep_of]	1.0
(rolipram,pde4)	rolipram	pde4	[nn, inhibition, prep_of]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, inhibitor, appos]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, inhibitor, nn]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, inhibitor, prep_of]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, phosphodiesterase, appos]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, inhibitor, num]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, inhibitor, prep_of, phosphodiesterase, appos]	1.0
(rolipram,pde4)	rolipram	pde4	[prep_including, inhibitors, nn]	1.0
(rolipram,pde4)	rolipram	pde4	[nn, markedly, prep_by, inhibition, amod]	1.0
(rolipram,pde4)	rolipram	pde4	[prep_as, inhibitor, nn]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, inhibitor, amod]	1.0
(rolipram,pde4)	rolipram	pde4	[prep_with, activity, amod]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, inhibition, prep_of]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, phosphodiesterase, dep, inhibitor, appos]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, inhibitors, nn]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, inhibitors, num]	1.0
(rolipram,pde4)	rolipram	pde4	[nsubj, inhibitor, nn]	1.0
(rolipram,pde4)	rolipram	pde4	[dep, inhibitors, num]	1.0
(rolipram,pde4)	rolipram	pde4	[appos, inhibitor, prep_of, enzymes, nn]	1.0
(rolipram,pde4)	rolipram	pde4	[prep_by, inhibition, xsubj]	1.0
(rolipram,pde4)	rolipram	pde4	[prep_such_as, inhibitors, amod]	1.0
(resveratrol,xbp1)	resveratrol	xbp1	[prep_on, activity, prep_of]	1.0
(resveratrol,xbp1)	resveratrol	xbp1	[prep_of, effects, dobj, determine, prep_on, activity, prep_of]	1.0
(chlorpromazine,herg)	chlorpromazine	herg	[prep_on, gene, appos]	1.0
(chlorpromazine,herg)	chlorpromazine	herg	[nsubj, blocked, xcomp]	1.0
(chlorpromazine,herg)	chlorpromazine	herg	[prep_of, effects, dobj, investigated, prep_on, channels, nn]	1.0
(chlorpromazine,herg)	chlorpromazine	herg	[amod, block, prep_of]	1.0
(ticagrelor,p2y12)	ticagrelor	p2y12	[appos, antagonist, amod]	1.0
(ticagrelor,p2y12)	ticagrelor	p2y12	[appos, antagonist, num]	1.0
(ticagrelor,p2y12)	ticagrelor	p2y12	[nsubj, antagonist, nn]	1.0
(ticagrelor,p2y12)	ticagrelor	p2y12	[appos, antagonist, prep_of, receptor, amod]	1.0
(ticagrelor,p2y12)	ticagrelor	p2y12	[appos, inhibitor, nn]	1.0
(ticagrelor,p2y12)	ticagrelor	p2y12	[dep, antagonist, dep]	1.0
(ticagrelor,p2y12)	ticagrelor	p2y12	[nsubj, inhibitor, prep_of]	1.0
(ticagrelor,p2y12)	ticagrelor	p2y12	[appos, inhibitor, prep_of, receptor, nn]	1.0
(ticagrelor,p2y12)	ticagrelor	p2y12	[nsubj, inhibitors, nn]	1.0
(ticagrelor,p2y12)	ticagrelor	p2y12	[nsubj, inhibitor, prep_of, receptor, amod]	1.0
(ticagrelor,p2y12)	ticagrelor	p2y12	[appos, antagonist, nn]	1.0
(rolipram,pde5)	rolipram	pde5	[nn, cilostamide, appos]	1.0
(curcumin,habp1)	curcumin	habp1	[prep_of, treatment, prep_along_with]	1.0
(l-leucine,cnos)	l-leucine	cnos	[nsubj, affect, dobj, activity, amod]	1.0
(axitinib,vegfr-1)	axitinib	vegfr-1	[nsubj, inhibits, dobj]	1.0
(pioglitazone,gadd45)	pioglitazone	gadd45	[amod, agonists, nsubj, induce, dobj, expression, amod]	1.0
(ketoprofen,cox-1)	ketoprofen	cox-1	[nsubj, selective, prep_for]	1.0
(ketoprofen,cox-1)	ketoprofen	cox-1	[nsubj, selective, advmod]	1.0
(ezetimibe,abcb1)	ezetimibe	abcb1	[appos, substrate, prep_of]	1.0
(tegafur,cyp2a6)	tegafur	cyp2a6	[prep_of, metabolism, prep_for, responsible, amod, isoform, nsubj]	1.0
(tegafur,cyp2a6)	tegafur	cyp2a6	[nsubjpass, converted, agent]	1.0
(cisplatin,cmoat)	cisplatin	cmoat	[xsubj, overexpression, prep_of]	1.0
(lovastatin,apob)	lovastatin	apob	[nsubj, alter, dobj, secretion, amod]	1.0
(estradiol,shbg)	estradiol	shbg	[amod, prolactin, amod, sulfate, appos, globulin, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[amod, dehydroepiandrosterone, amod, sulfate, prep_of, concentrations, appos, globulin, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[amod, uptake, prep_on]	1.0
(estradiol,shbg)	estradiol	shbg	[prep_with, added, nsubjpass]	1.0
(estradiol,shbg)	estradiol	shbg	[amod, sulfate, dep]	1.0
(estradiol,shbg)	estradiol	shbg	[appos, concentrations, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[dep, globulin, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[appos, testosterone, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[dep, i, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[amod, globulin, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[appos, globulin, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[dep, sulfate, appos, globulin, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[nn, globulin, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[amod, sulfate, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[partmod, bound, prep_to]	1.0
(estradiol,shbg)	estradiol	shbg	[prep_of, levels, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[appos, lh, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[amod, concentrations, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[nsubj, had, advcl, increased, xcomp]	1.0
(estradiol,shbg)	estradiol	shbg	[acomp, binds, nsubj, globulin, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[appos, levels, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[amod, concentrations, nn]	1.0
(estradiol,shbg)	estradiol	shbg	[appos, hormone, dep, globulin, appos]	1.0
(estradiol,shbg)	estradiol	shbg	[partmod, bound, prep_with]	1.0
(estradiol,shbg)	estradiol	shbg	[amod, action, prep_in]	1.0
(estradiol,shbg)	estradiol	shbg	[dep, testosterone, dep]	1.0
(cyclosporin,ppiase)	cyclosporin	ppiase	[nn, a, nsubj, inhibitor, prep_of, activity, appos]	1.0
(cyclosporin,ppiase)	cyclosporin	ppiase	[dep, isomerase, appos]	1.0
(itopride,cholinesterase)	itopride	cholinesterase	[prep_on, activity, amod]	1.0
(nifedipine,cyp3a)	nifedipine	cyp3a	[appos, substrates, num]	1.0
(nifedipine,cyp3a)	nifedipine	cyp3a	[appos, substrate, prep_of]	1.0
(propofol,ugt1a1)	propofol	ugt1a1	[nsubj, activates, dobj, activity, amod]	1.0
(propofol,ugt1a1)	propofol	ugt1a1	[nsubj, inhibited, prep_in]	1.0
(melatonin,ncam)	melatonin	ncam	[nsubj, modulated, dobj, expression, nn]	1.0
(melatonin,ncam)	melatonin	ncam	[nsubj, has, dobj, effect, prep_on, expression, prep_of]	1.0
(aldosterone,sf-1)	aldosterone	sf-1	[amod, production, prep_on]	1.0
(curcumin,mdm2)	curcumin	mdm2	[nsubj, reduced, dobj, protein, amod]	1.0
(curcumin,mdm2)	curcumin	mdm2	[nsubj, reduced, dobj, expression, prep_of]	1.0
(camptothecin,mll5)	camptothecin	mll5	[prep_in, involved, nsubjpass]	1.0
(propofol,ugt1a4)	propofol	ugt1a4	[appos, substrate, amod]	1.0
(doxorubicin,tace)	doxorubicin	tace	[prep_with, underwent, dobj]	1.0
(doxorubicin,tace)	doxorubicin	tace	[prep_with, performed, nsubjpass]	1.0
(doxorubicin,tace)	doxorubicin	tace	[prep_with, treated, advcl, treated, prep_with]	1.0
(doxorubicin,tace)	doxorubicin	tace	[dobj, using, partmod]	1.0
(indomethacin,mmp-2)	indomethacin	mmp-2	[agent, inhibited, nsubjpass, activity, nn]	1.0
(indomethacin,mmp-2)	indomethacin	mmp-2	[nsubj, suppressed, dobj, expression, prep_of]	1.0
(indomethacin,mmp-2)	indomethacin	mmp-2	[partmod, mediated, agent]	1.0
(cefotaxime,tlr2)	cefotaxime	tlr2	[nsubj, enhanced, dobj, activation, amod]	1.0
(propofol,ugt1a9)	propofol	ugt1a9	[dep, substrate, prep_of]	1.0
(propofol,ugt1a9)	propofol	ugt1a9	[nsubjpass, glucuronidated, agent]	1.0
(propofol,ugt1a9)	propofol	ugt1a9	[appos, inhibitors, prep_of]	1.0
(propofol,ugt1a9)	propofol	ugt1a9	[nsubj, inhibited, dobj, activity, amod]	1.0
(propofol,ugt1a9)	propofol	ugt1a9	[prep_as, substrate, prep_for]	1.0
(propofol,ugt1a9)	propofol	ugt1a9	[dep, substrate, prep_for]	1.0
(ethambutol,lhon)	ethambutol	lhon	[amod, administration, prep_during]	1.0
(pgi2,ml-1)	pgi2	ml-1	[prep_of, concentration, nsubj]	1.0
(fk506,caspase-8)	fk506	caspase-8	[nsubj, reduced, dobj]	1.0
(mimosine,vegf)	mimosine	vegf	[nsubj, increase, dobj, production, amod]	1.0
(genistein,crom)	genistein	crom	[prep_by, inhibition, appos]	1.0
(indomethacin,mmp-9)	indomethacin	mmp-9	[nsubj, decreased, dobj, expression, nn]	1.0
(indomethacin,mmp-9)	indomethacin	mmp-9	[prep_with, activity, nn]	1.0
(indomethacin,mmp-9)	indomethacin	mmp-9	[nsubj, affect, dobj, levels, prep_of]	1.0
(indomethacin,mmp-9)	indomethacin	mmp-9	[prep_by, inhibition, nn]	1.0
(corticotropin,calcitonin)	corticotropin	calcitonin	[dep, hormone, dep]	1.0
(diazoxide,bcl2)	diazoxide	bcl2	[nsubj, increased, dobj, levels, prep_of]	1.0
(pitavastatin,cd36)	pitavastatin	cd36	[nsubj, downregulates, dobj, expression, amod]	1.0
(pitavastatin,cd36)	pitavastatin	cd36	[prep_of, effect, dobj, studied, prep_on, expression, nn]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[appos, antagonist, amod]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[dep, inhibitors, nn]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[amod, selective, amod]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[nsubj, drug, amod]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[prep_with, inhibition, amod]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[amod, response, prep_to, inhibitors, amod]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[amod, inhibitors, dep]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[appos, inhibitor, nn]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[appos, inhibitor, prep_of]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[nsubj, inhibitors, amod]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[amod, effect, prep_of, inhibitor, amod]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[prep_of, administration, appos, inhibitor, amod]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[dep, inhibitor, prep_of]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[nsubj, inhibitor, prep_of]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[dep, selective, amod]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[nsubj, drug, rcmod, inhibits, acomp]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[prep_such_as, introduction, prep_of, inhibitors, prep_of]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[appos, drugs, appos, nsaids, amod]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[nsubj, inhibitor, amod]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[nsubj, inhibitors, nn]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[amod, efficacy, prep_of, inhibitors, amod]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[amod, effect, prep_of, inhibitor, nn]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[nsubj, inhibits, xcomp]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[appos, inhibitor, amod]	1.0
(celecoxib,cyclooxygenase-2)	celecoxib	cyclooxygenase-2	[amod, inhibitors, amod]	1.0
