(nadh,nicotinamide)	nadh	nicotinamide	[appos, levels, amod]	1.0
(saha,hdac)	saha	hdac	[prep_such_as, inhibitors, nn]	1.0
(saha,hdac)	saha	hdac	[dobj, inhibitors, nsubj]	1.0
(saha,hdac)	saha	hdac	[nsubj, induce, dobj]	1.0
(saha,hdac)	saha	hdac	[appos, inhibitors, appos]	1.0
(saha,hdac)	saha	hdac	[appos, inhibitor, nn]	1.0
(saha,hdac)	saha	hdac	[appos, inhibitors, nn]	1.0
(saha,hdac)	saha	hdac	[dep, inhibitors, nn]	1.0
(saha,hdac)	saha	hdac	[prep_for, target, nsubj]	1.0
(saha,hdac)	saha	hdac	[nsubj, one, prep_of, inhibitors, nn]	1.0
(saha,hdac)	saha	hdac	[amod, inhibitors, nn]	1.0
(dexamethasone,iapp)	dexamethasone	iapp	[prep_on, levels, nn]	1.0
(sn-38,ugt1a1)	sn-38	ugt1a1	[nsubjpass, metabolized, agent]	1.0
(sn-38,ugt1a1)	sn-38	ugt1a1	[appos, substrate, prep_of]	1.0
(sn-38,ugt1a1)	sn-38	ugt1a1	[appos, probe, amod]	1.0
(genistein,pai-1)	genistein	pai-1	[nsubj, inhibited, dobj, mrna, nn]	1.0
(genistein,pai-1)	genistein	pai-1	[prep_on, synthesis, nn]	1.0
(genistein,pai-1)	genistein	pai-1	[nsubj, inhibited, dobj, induction, nn]	1.0
(diltiazem,ml-1)	diltiazem	ml-1	[prep_of, concentration, nsubj]	1.0
(perhexiline,cyp2d6)	perhexiline	cyp2d6	[nsubjpass, metabolized, agent]	1.0
(bortezomib,caspase-3)	bortezomib	caspase-3	[prep_on, levels, prep_of]	1.0
(adomet,mat1a)	adomet	mat1a	[agent, induced, nsubjpass, expression, nn]	1.0
(pentamidine,rgds)	pentamidine	rgds	[nsubj, potent, prep_than]	1.0
(propranolol,nadph)	propranolol	nadph	[prep_in, presence, prep_of]	1.0
(aldosterone,ctgf)	aldosterone	ctgf	[prep_of, target, nsubj]	1.0
(aldosterone,ctgf)	aldosterone	ctgf	[amod, factor, appos]	1.0
(lovastatin,p-gp)	lovastatin	p-gp	[nsubj, bound, prep_to]	1.0
(curcumin,gadd153)	curcumin	gadd153	[agent, increased, nsubjpass]	1.0
(curcumin,gadd153)	curcumin	gadd153	[nsubj, induces, dobj, expression, amod]	1.0
(curcumin,gadd153)	curcumin	gadd153	[nsubj, increased, dobj, expression, nn]	1.0
(resveratrol,adiponectin)	resveratrol	adiponectin	[amod, levels, prep_of]	1.0
(ajmaline,herg)	ajmaline	herg	[nsubj, blocked, xcomp]	1.0
(curcumin,pla2)	curcumin	pla2	[prep_of, activity, nn]	1.0
(imipramine,bdnf)	imipramine	bdnf	[prep_with, treatment, nsubj, increased, dobj, levels, amod]	1.0
(curcumin,mmp-9)	curcumin	mmp-9	[prep_of, effects, dobj, investigated, prep_on, expression, nn]	1.0
(curcumin,mmp-9)	curcumin	mmp-9	[nsubj, inhibited, dobj, secretion, nn]	1.0
(curcumin,mmp-9)	curcumin	mmp-9	[prep_by, expression, nn]	1.0
(curcumin,mmp-9)	curcumin	mmp-9	[prep_on, expression, nn]	1.0
(curcumin,mmp-2)	curcumin	mmp-2	[prep_on, expression, nn]	1.0
(nelfinavir,cyp3a4)	nelfinavir	cyp3a4	[prep_by, inhibition, amod]	1.0
(gentamicin,caspase-3)	gentamicin	caspase-3	[agent, induced, partmod, activation, amod]	1.0
(curcumin,mmp-3)	curcumin	mmp-3	[nsubjpass, associated, prep_with]	1.0
(selegiline,mao-b)	selegiline	mao-b	[nsubj, caused, dobj, inhibition, prep_of]	1.0
(selegiline,mao-b)	selegiline	mao-b	[appos, inhibitor, prep_of]	1.0
(selegiline,mao-b)	selegiline	mao-b	[nsubj, inhibitor, prep_of]	1.0
(selegiline,mao-b)	selegiline	mao-b	[amod, inhibitor, appos]	1.0
(selegiline,mao-b)	selegiline	mao-b	[appos, inhibitor, amod]	1.0
(selegiline,mao-b)	selegiline	mao-b	[amod, inhibitors, amod]	1.0
(selegiline,mao-b)	selegiline	mao-b	[prep_such_as, inhibitors, amod]	1.0
(selegiline,mao-b)	selegiline	mao-b	[prep_by, inhibited, nsubj, activity, amod]	1.0
(selegiline,mao-b)	selegiline	mao-b	[amod, inhibitor, amod]	1.0
(selegiline,mao-b)	selegiline	mao-b	[nsubj, inhibitor, appos]	1.0
(selegiline,mao-b)	selegiline	mao-b	[prep_by, inhibition, amod]	1.0
(selegiline,mao-b)	selegiline	mao-b	[dep, inhibitors, amod]	1.0
(selegiline,mao-b)	selegiline	mao-b	[nsubj, inhibitor, amod]	1.0
(selegiline,mao-b)	selegiline	mao-b	[appos, inhibitor, appos]	1.0
(dicoumarol,hsp90)	dicoumarol	hsp90	[nsubj, inhibitor, amod]	1.0
(paclitaxel,her-2)	paclitaxel	her-2	[dep, plus, prep]	1.0
(oltipraz,cyp2b6)	oltipraz	cyp2b6	[prep_on, activity, amod]	1.0
(melatonin,gdnf)	melatonin	gdnf	[amod, factor, appos]	1.0
(resveratrol,egr-1)	resveratrol	egr-1	[nsubj, induces, dobj, expression, nn]	1.0
(resveratrol,egr-1)	resveratrol	egr-1	[amod, activation, prep_of]	1.0
(resveratrol,egr-1)	resveratrol	egr-1	[nsubj, increased, dobj, expression, nn]	1.0
(resveratrol,egr-1)	resveratrol	egr-1	[amod, induction, prep_of]	1.0
(vardenafil,abcb1)	vardenafil	abcb1	[nsubj, stimulated, dobj, activity, prep_of]	1.0
(aldosterone,inos)	aldosterone	inos	[nsubj, inhibited, ccomp]	1.0
(aldosterone,inos)	aldosterone	inos	[nsubj, had, dobj, effect, prep_on, levels, amod]	1.0
(cyclophosphamide,filgrastim)	cyclophosphamide	filgrastim	[partmod, followed, agent]	1.0
(cyclophosphamide,filgrastim)	cyclophosphamide	filgrastim	[prep_in, combination, prep_with]	1.0
(selegiline,mao-a)	selegiline	mao-a	[nsubj, inhibited, dobj]	1.0
(carbachol,gastrin)	carbachol	gastrin	[xsubj, mice, amod]	1.0
(carbachol,gastrin)	carbachol	gastrin	[amod, concentration, nn]	1.0
(carbachol,gastrin)	carbachol	gastrin	[amod, release, nn]	1.0
(carbachol,gastrin)	carbachol	gastrin	[nsubj, inhibited, dobj, secretion, nn]	1.0
(carbachol,gastrin)	carbachol	gastrin	[nsubj, stimulated, dobj, release, nn]	1.0
(carbachol,gastrin)	carbachol	gastrin	[prep_on, synthesis, nn]	1.0
(metformin,resistin)	metformin	resistin	[nsubj, reversed, dobj, effect, prep_of]	1.0
(propofol,hif-1)	propofol	hif-1	[prep_on, activity, nn]	1.0
(propofol,hif-1)	propofol	hif-1	[prep_by, suppression, nn]	1.0
(propofol,hif-1)	propofol	hif-1	[nsubj, inhibits, dobj, activation, nn]	1.0
(picrotoxin,glyrs)	picrotoxin	glyrs	[prep_with, inhibited, nsubjpass]	1.0
(nimesulide,aromatase)	nimesulide	aromatase	[nsubj, decreased, dobj, activity, amod]	1.0
(il-2,p21ras)	il-2	p21ras	[nsubj, stimulate, dobj]	1.0
(il-2,p21ras)	il-2	p21ras	[prep_with, activated, nsubjpass]	1.0
(digoxin,hif-1alpha)	digoxin	hif-1alpha	[agent, inhibited, nsubjpass, expression, prep_of]	1.0
(chloroquine,phospholipase)	chloroquine	phospholipase	[nsubj, inhibits, dobj, activity, amod]	1.0
(chloroquine,phospholipase)	chloroquine	phospholipase	[prep_of, activity, amod]	1.0
(chloroquine,phospholipase)	chloroquine	phospholipase	[appos, inhibitor, amod]	1.0
(chloroquine,phospholipase)	chloroquine	phospholipase	[amod, inhibitors, amod]	1.0
(raltegravir,ugt1a1)	raltegravir	ugt1a1	[nsubjpass, metabolized, agent]	1.0
(atra,il-10)	atra	il-10	[prep_on, expression, prep_of]	1.0
(miconazole,aromatase)	miconazole	aromatase	[nsubj, inhibits, dobj, activity, amod]	1.0
(miconazole,aromatase)	miconazole	aromatase	[prep_by, activity, amod]	1.0
(benzbromarone,urat1)	benzbromarone	urat1	[nsubj, inhibited, prep_by]	1.0
(albuterol,copd)	albuterol	copd	[prep_in, patients, prep_with, disease, appos]	1.0
(albuterol,copd)	albuterol	copd	[prep_with, treated, partmod, patients, amod]	1.0
(albuterol,copd)	albuterol	copd	[amod, disease, appos]	1.0
(albuterol,copd)	albuterol	copd	[prep_in, patients, prep_with]	1.0
(fk506,fkbp5)	fk506	fkbp5	[amod, protein, appos]	1.0
(budesonide,icam-1)	budesonide	icam-1	[nsubj, inhibits, dobj, expression, nn]	1.0
(aldosterone,wnk4)	aldosterone	wnk4	[prep_with, increased, nsubj]	1.0
(diethylcarbamazine,leukotriene)	diethylcarbamazine	leukotriene	[appos, blocker, amod]	1.0
(diethylcarbamazine,leukotriene)	diethylcarbamazine	leukotriene	[appos, inhibitor, amod]	1.0
(n-acetylcysteine,egfr)	n-acetylcysteine	egfr	[nsubj, reduced, dobj, activation, amod]	1.0
(amlodipine,egfr)	amlodipine	egfr	[nsubj, inhibits, dobj, phosphorylation, prep_of]	1.0
(melatonin,12-lox)	melatonin	12-lox	[nsubj, decreased, dobj, mrna, amod]	1.0
(etodolac,cyclooxygenase-2)	etodolac	cyclooxygenase-2	[appos, inhibitor, amod]	1.0
(etodolac,cyclooxygenase-2)	etodolac	cyclooxygenase-2	[amod, inhibitor, amod]	1.0
(etodolac,cyclooxygenase-2)	etodolac	cyclooxygenase-2	[dep, inhibitor, amod]	1.0
(midazolam,cyp3a)	midazolam	cyp3a	[appos, specific, nn]	1.0
(midazolam,cyp3a)	midazolam	cyp3a	[appos, substrate, nn]	1.0
(midazolam,cyp3a)	midazolam	cyp3a	[nsubjpass, metabolized, agent]	1.0
(midazolam,cyp3a)	midazolam	cyp3a	[appos, probe, nn]	1.0
(midazolam,cyp3a)	midazolam	cyp3a	[appos, substrate, amod]	1.0
(midazolam,cyp3a)	midazolam	cyp3a	[appos, probe, amod]	1.0
(omeprazole,gastrin)	omeprazole	gastrin	[amod, group, prep_in]	1.0
(omeprazole,gastrin)	omeprazole	gastrin	[xsubj, increase, dobj]	1.0
(omeprazole,gastrin)	omeprazole	gastrin	[agent, increased, nsubjpass, levels, nn]	1.0
(omeprazole,gastrin)	omeprazole	gastrin	[prep_with, treatment, nsubj, increased, dobj, levels, nn]	1.0
(omeprazole,gastrin)	omeprazole	gastrin	[nsubj, has, dobj, effect, prep_on]	1.0
(omeprazole,gastrin)	omeprazole	gastrin	[nsubj, increased, dobj, levels, nn]	1.0
(omeprazole,gastrin)	omeprazole	gastrin	[prep_with, treatment, appos]	1.0
(omeprazole,gastrin)	omeprazole	gastrin	[prep_with, increased, nsubjpass, levels, nn]	1.0
(omeprazole,gastrin)	omeprazole	gastrin	[prep_on, release, nn]	1.0
(omeprazole,gastrin)	omeprazole	gastrin	[prep_on, synthesis, nn]	1.0
(progestogens,igf-i)	progestogens	igf-i	[nsubj, affect, dobj]	1.0
(taxanes,mapt)	taxanes	mapt	[prep_to, expression, nn]	1.0
(taxanes,mapt)	taxanes	mapt	[amod, expression, prep_of]	1.0
(atra,gm-csf)	atra	gm-csf	[appos, acid, appos]	1.0
(atorvastatin,pltp)	atorvastatin	pltp	[dep, activity, amod]	1.0
(cyclophosphamide,lenograstim)	cyclophosphamide	lenograstim	[prep, plus, dep]	1.0
(estrone,aromatase)	estrone	aromatase	[prep_to, catalyzes, nsubj]	1.0
(estrone,aromatase)	estrone	aromatase	[amod, system, appos]	1.0
(estrone,aromatase)	estrone	aromatase	[partmod, produced, agent]	1.0
(estrone,aromatase)	estrone	aromatase	[amod, activation, amod]	1.0
(dexamethasone,fmlp)	dexamethasone	fmlp	[prep_with, treated, prep_with]	1.0
(suramin,heparanase)	suramin	heparanase	[prep_with, inhibited, nsubjpass]	1.0
(suramin,heparanase)	suramin	heparanase	[nsubj, inhibitor, prep_of]	1.0
(suramin,heparanase)	suramin	heparanase	[appos, inhibitor, amod]	1.0
(suramin,heparanase)	suramin	heparanase	[agent, inhibited, nsubjpass]	1.0
(suramin,heparanase)	suramin	heparanase	[nsubj, decreased, dobj]	1.0
(suramin,heparanase)	suramin	heparanase	[nn, inhibition, prep_of]	1.0
(talinolol,p-gp)	talinolol	p-gp	[amod, substrates, nn]	1.0
(talinolol,p-gp)	talinolol	p-gp	[appos, substrate, nn]	1.0
(tamoxifen,vegf)	tamoxifen	vegf	[nsubj, affect, dobj, levels, nn]	1.0
(tamoxifen,vegf)	tamoxifen	vegf	[nsubj, increased, dobj, expression, amod]	1.0
(tamoxifen,vegf)	tamoxifen	vegf	[xsubj, levels, prep_of]	1.0
(tamoxifen,vegf)	tamoxifen	vegf	[nsubj, increase, dobj, expression, nn]	1.0
(tamoxifen,vegf)	tamoxifen	vegf	[nsubj, decreased, dobj]	1.0
(tamoxifen,vegf)	tamoxifen	vegf	[nsubj, increases, dobj, mrna, nn]	1.0
(losartan,nf-kappab)	losartan	nf-kappab	[amod, activation, nn]	1.0
(fluconazole,cyp3a4)	fluconazole	cyp3a4	[nsubj, inhibitors, prep_of]	1.0
(fluconazole,cyp3a4)	fluconazole	cyp3a4	[appos, inhibitor, nn]	1.0
(fluconazole,cyp3a4)	fluconazole	cyp3a4	[prep_as, inhibitor, nn]	1.0
(fluconazole,cyp3a4)	fluconazole	cyp3a4	[prep_such_as, inhibitors, prep_of]	1.0
(fluconazole,cyp3a4)	fluconazole	cyp3a4	[nsubj, inhibits, dobj]	1.0
(fluconazole,cyp3a4)	fluconazole	cyp3a4	[appos, inhibitor, amod]	1.0
(fluconazole,cyp3a4)	fluconazole	cyp3a4	[xsubj, inhibitor, prep_of]	1.0
(isoproterenol,phospholipase)	isoproterenol	phospholipase	[prep_on, activity, nn]	1.0
(isoniazid,nat2)	isoniazid	nat2	[nsubjpass, metabolized, agent]	1.0
(hyaluronate,versican)	hyaluronate	versican	[dobj, bind, nsubj]	1.0
(rifampin,mrp2)	rifampin	mrp2	[prep_by, inducible, nsubj]	1.0
(rifampin,mrp2)	rifampin	mrp2	[nsubj, induced, dobj, mrna, nn]	1.0
(pargyline,lsd1)	pargyline	lsd1	[appos, inhibitor, appos]	1.0
(hyaluronan,hyal2)	hyaluronan	hyal2	[amod, synthase, appos]	1.0
(exenatide,glp-1r)	exenatide	glp-1r	[dep, agonists, nn]	1.0
(exenatide,glp-1r)	exenatide	glp-1r	[amod, agonists, nn]	1.0
(olanzapine,bdnf)	olanzapine	bdnf	[prep_on, levels, nn]	1.0
(olanzapine,bdnf)	olanzapine	bdnf	[nsubj, decreased, dobj]	1.0
(olanzapine,bdnf)	olanzapine	bdnf	[nsubj, increases, dobj, levels, amod]	1.0
(docetaxel,mrp2)	docetaxel	mrp2	[nsubj, substrate, prep_for]	1.0
(vasopressin,phospholipase)	vasopressin	phospholipase	[nsubj, stimulates, dobj, activity, amod]	1.0
(vasopressin,phospholipase)	vasopressin	phospholipase	[nn, activity, nn]	1.0
(vasopressin,phospholipase)	vasopressin	phospholipase	[prep_by, activation, nn]	1.0
(vasopressin,phospholipase)	vasopressin	phospholipase	[nn, stimulates, nsubj]	1.0
(vasopressin,phospholipase)	vasopressin	phospholipase	[amod, activity, nn]	1.0
(vasopressin,phospholipase)	vasopressin	phospholipase	[partmod, stimulated, dobj, activity, amod]	1.0
(hydrocortisone,gm-csf)	hydrocortisone	gm-csf	[nsubj, reduced, dobj, expression, amod]	1.0
(curcumin,ikappabalpha)	curcumin	ikappabalpha	[xsubj, inhibit, dobj]	1.0
(curcumin,ikappabalpha)	curcumin	ikappabalpha	[nsubj, inhibited, dobj, phosphorylation, amod]	1.0
(atorvastatin,apoe)	atorvastatin	apoe	[nsubj, reduced, dobj]	1.0
(atorvastatin,apoe)	atorvastatin	apoe	[prep_with, treated, partmod, mice, amod]	1.0
(pentagastrin,calcitonin)	pentagastrin	calcitonin	[amod, levels, nn]	1.0
(pentagastrin,calcitonin)	pentagastrin	calcitonin	[nsubj, produced, prep_in]	1.0
(pentagastrin,calcitonin)	pentagastrin	calcitonin	[nn, stimulation, prep_of]	1.0
(pentagastrin,calcitonin)	pentagastrin	calcitonin	[prep_after, increased, nsubj]	1.0
(pentagastrin,calcitonin)	pentagastrin	calcitonin	[prep_to, response, nn]	1.0
(disulfiram,aldh2)	disulfiram	aldh2	[appos, inhibitor, amod]	1.0
(ciprofloxacin,cyp3a4)	ciprofloxacin	cyp3a4	[nsubj, inhibitor, prep_of]	1.0
(melatonin,igf-i)	melatonin	igf-i	[appos, hormone, appos]	1.0
(gefitinib,cyp3a4)	gefitinib	cyp3a4	[nsubjpass, metabolised, agent]	1.0
(gefitinib,cyp3a4)	gefitinib	cyp3a4	[appos, substrate, nn]	1.0
(gefitinib,cyp3a4)	gefitinib	cyp3a4	[prep_of, metabolism, prep_in, involved, nsubjpass]	1.0
(methotrexate,leukotriene)	methotrexate	leukotriene	[amod, antagonists, amod]	1.0
(amitriptyline,gdnf)	amitriptyline	gdnf	[nsubj, increased, dobj, expression, amod]	1.0
(amitriptyline,gdnf)	amitriptyline	gdnf	[nsubj, increased, dobj, mrna, nn]	1.0
(amitriptyline,gdnf)	amitriptyline	gdnf	[amod, treatment, nsubj, increased, dobj, expression, amod]	1.0
(amitriptyline,gdnf)	amitriptyline	gdnf	[prep_by, production, amod]	1.0
(verapamil,calcitonin)	verapamil	calcitonin	[amod, peptide, amod]	1.0
(corticosteroids,inos)	corticosteroids	inos	[prep_on, induction, prep_of]	1.0
(gp120,nf-kappab)	gp120	nf-kappab	[agent, induced, nsubjpass]	1.0
(gp120,nf-kappab)	gp120	nf-kappab	[nsubj, induced, dobj, activation, amod]	1.0
(prostacyclin,ppar)	prostacyclin	ppar	[amod, receptors, appos]	1.0
(urokinase,u-par)	urokinase	u-par	[amod, activator, appos]	1.0
(urokinase,u-par)	urokinase	u-par	[amod, gene, appos]	1.0
(urokinase,u-par)	urokinase	u-par	[dobj, receptor, appos]	1.0
(urokinase,u-par)	urokinase	u-par	[amod, receptor, appos]	1.0
(urokinase,u-par)	urokinase	u-par	[amod, receptors, appos]	1.0
(urokinase,u-par)	urokinase	u-par	[nn, receptor, appos]	1.0
(atra,vegf)	atra	vegf	[nsubj, increased, dobj, activity, amod]	1.0
(losartan,pai-1)	losartan	pai-1	[nsubj, inhibited, dobj]	1.0
(curcumin,hif-1)	curcumin	hif-1	[nsubj, inhibits, dobj, activity, nn]	1.0
(curcumin,hif-1)	curcumin	hif-1	[prep_on, activity, nn]	1.0
(indomethacin,cox2)	indomethacin	cox2	[appos, inhibitor, nn]	1.0
(indomethacin,cox2)	indomethacin	cox2	[appos, inhibitor, amod]	1.0
(dexamethasone,c-fms)	dexamethasone	c-fms	[nsubj, stimulated, dobj]	1.0
(l-dopa,zif-268)	l-dopa	zif-268	[nsubj, increased, acomp]	1.0
(melatonin,cox-2)	melatonin	cox-2	[nsubj, inhibited, dobj, expression, prep_of]	1.0
(melatonin,cox-2)	melatonin	cox-2	[nsubj, inhibits, dobj, activation, amod]	1.0
(diclofenac,smct1)	diclofenac	smct1	[prep_for, target, nsubj]	1.0
(isoprenaline,cgrp)	isoprenaline	cgrp	[amod, peptide, appos]	1.0
(thyroxine,mrp2)	thyroxine	mrp2	[amod, levels, amod]	1.0
(capecitabine,larc)	capecitabine	larc	[prep_with, treated, nsubjpass, patients, prep_with]	1.0
(doxorubicin,xiap)	doxorubicin	xiap	[prep_with, treatment, prep_after]	1.0
(rapamycin,ho-1)	rapamycin	ho-1	[nsubj, induce, dobj, expression, nn]	1.0
(rapamycin,ho-1)	rapamycin	ho-1	[nn, induction, prep_of]	1.0
(rapamycin,ho-1)	rapamycin	ho-1	[prep_of, effects, prep_for, required, nsubjpass]	1.0
(rapamycin,ho-1)	rapamycin	ho-1	[partmod, induced, dobj, expression, nn]	1.0
(succinylcholine,bche)	succinylcholine	bche	[xsubj, activity, nn]	1.0
(estradiol,lhrh)	estradiol	lhrh	[prep_in, absence, prep_of]	1.0
(estradiol,lhrh)	estradiol	lhrh	[amod, hormone, appos]	1.0
(estradiol,lhrh)	estradiol	lhrh	[amod, levels, amod]	1.0
(vigabatrin,swds)	vigabatrin	swds	[prep_of, effects, appos]	1.0
(mifepristone,gnrh)	mifepristone	gnrh	[prep_on, hormone, appos]	1.0
(mifepristone,gnrh)	mifepristone	gnrh	[nsubj, blocked, prep_to]	1.0
(aldosterone,egfr)	aldosterone	egfr	[nsubj, stimulated, dobj, expression, amod]	1.0
(aldosterone,egfr)	aldosterone	egfr	[prep_on, expression, amod]	1.0
(cyclosporine,lymphokine)	cyclosporine	lymphokine	[appos, inhibitor, amod]	1.0
(hydrocortisone,tlr2)	hydrocortisone	tlr2	[nsubj, modulates, dobj, expression, prep_of]	1.0
(hydrocortisone,tlr2)	hydrocortisone	tlr2	[xsubj, expression, prep_of]	1.0
(arsenite,ap-1)	arsenite	ap-1	[prep_by, activity, nn]	1.0
(fk506,icam-1)	fk506	icam-1	[nsubj, inhibited, dobj, expression, nn]	1.0
(fk506,icam-1)	fk506	icam-1	[prep_on, expression, nn]	1.0
(fk506,icam-1)	fk506	icam-1	[xsubj, inhibit, dobj, expression, nn]	1.0
(rimonabant,acat)	rimonabant	acat	[amod, activity, nn]	1.0
(rimonabant,acat)	rimonabant	acat	[prep_of, effects, dobj, examined, prep_on]	1.0
(rimonabant,acat)	rimonabant	acat	[nsubj, inhibited, dobj, activity, amod]	1.0
(nitroprusside,beta-galactosidase)	nitroprusside	beta-galactosidase	[amod, expression, amod]	1.0
(il-11,interleukin-11)	il-11	interleukin-11	[appos, mrna, amod]	1.0
(il-11,interleukin-11)	il-11	interleukin-11	[appos, antagonists, amod]	1.0
(tanespimycin,hsp90)	tanespimycin	hsp90	[appos, inhibitor, nn]	1.0
(tanespimycin,hsp90)	tanespimycin	hsp90	[appos, inhibitor, amod]	1.0
(tanespimycin,hsp90)	tanespimycin	hsp90	[rcmod, targets, dobj]	1.0
(tanespimycin,hsp90)	tanespimycin	hsp90	[nsubj, binds, prep_to]	1.0
(hyaluronidase,beta-glucuronidase)	hyaluronidase	beta-glucuronidase	[amod, dehydrogenase, amod]	1.0
(alefacept,lfa-3)	alefacept	lfa-3	[appos, protein, nn]	1.0
(chlorpromazine,phospholipase)	chlorpromazine	phospholipase	[dep, inhibitors, nn]	1.0
(chlorpromazine,phospholipase)	chlorpromazine	phospholipase	[appos, inhibitor, amod]	1.0
(chlorpromazine,phospholipase)	chlorpromazine	phospholipase	[amod, inhibitors, amod]	1.0
(chlorpromazine,phospholipase)	chlorpromazine	phospholipase	[appos, inhibitors, amod]	1.0
(melatonin,ml-1)	melatonin	ml-1	[prep_of, concentrations, appos]	1.0
(carnitine,cact)	carnitine	cact	[amod, palmitoyltransferase, appos]	1.0
(imipramine,cyp2d6)	imipramine	cyp2d6	[nsubjpass, metabolized, agent]	1.0
(berberine,ap-1)	berberine	ap-1	[nsubj, inhibited, dobj]	1.0
(berberine,ap-1)	berberine	ap-1	[nsubj, inhibited, dobj, activity, prep_of]	1.0
(berberine,ap-1)	berberine	ap-1	[nsubj, inhibited, dobj, activity, nn]	1.0
(berberine,ap-1)	berberine	ap-1	[xsubj, inhibit, dobj, activity, nn]	1.0
(dexamethasone,osteocalcin)	dexamethasone	osteocalcin	[nsubj, suppressed, dobj]	1.0
(dexamethasone,osteocalcin)	dexamethasone	osteocalcin	[prep_by, inhibited, nsubj]	1.0
(dexamethasone,osteocalcin)	dexamethasone	osteocalcin	[prep_on, levels, amod]	1.0
(nitroprusside,cgrp)	nitroprusside	cgrp	[agent, induced, partmod]	1.0
(loratadine,cyp2d6)	loratadine	cyp2d6	[nsubjpass, metabolized, agent, enzyme, nn]	1.0
(resveratrol,il-18)	resveratrol	il-18	[nsubj, inhibited, dobj, effects, prep_of]	1.0
(resveratrol,il-18)	resveratrol	il-18	[prep_on, secretion, nn]	1.0
(levodopa,comt)	levodopa	comt	[prep_with, inhibitor, amod]	1.0
(levodopa,comt)	levodopa	comt	[appos, inhibitors, amod]	1.0
(dexamethasone,g-csf)	dexamethasone	g-csf	[prep, plus, dep]	1.0
(dexamethasone,g-csf)	dexamethasone	g-csf	[amod, factor, appos]	1.0
(dexamethasone,g-csf)	dexamethasone	g-csf	[nn, administration, nn]	1.0
(sn-38,udp-glucuronosyltransferase)	sn-38	udp-glucuronosyltransferase	[prep_of, metabolism, prep_in, involved, partmod, enzyme, nsubj]	1.0
(rifampin,cyp3a)	rifampin	cyp3a	[amod, inhibition, nn]	1.0
(rifampin,cyp3a)	rifampin	cyp3a	[appos, inducer, prep_of]	1.0
(rifampin,cyp3a)	rifampin	cyp3a	[appos, inhibitor, nn]	1.0
(rifampin,cyp3a)	rifampin	cyp3a	[nn, expression, nn]	1.0
(rifampin,cyp3a)	rifampin	cyp3a	[appos, inducer, nn]	1.0
(rifampin,cyp3a)	rifampin	cyp3a	[nn, induction, prep_of]	1.0
(rifampin,cyp3a)	rifampin	cyp3a	[nsubj, induced, dobj]	1.0
(rifampin,cyp3a)	rifampin	cyp3a	[nsubj, induces, dobj]	1.0
(dexamethasone,rasd1)	dexamethasone	rasd1	[agent, increased, nsubjpass, expression, amod]	1.0
(sulindac,egr-1)	sulindac	egr-1	[amod, expression, nn]	1.0
(dydrogesterone,akr1c1)	dydrogesterone	akr1c1	[nsubj, inhibit, dobj]	1.0
(dydrogesterone,akr1c1)	dydrogesterone	akr1c1	[nsubjpass, metabolized, agent]	1.0
(genistein,nf-kappab)	genistein	nf-kappab	[nsubj, inhibits, dobj, activity, amod]	1.0
(genistein,nf-kappab)	genistein	nf-kappab	[agent, signaling, partmod]	1.0
(genistein,nf-kappab)	genistein	nf-kappab	[xsubj, inhibit, dobj, activity, prep_of]	1.0
(genistein,nf-kappab)	genistein	nf-kappab	[nsubj, reduced, dobj, activation, amod]	1.0
(genistein,nf-kappab)	genistein	nf-kappab	[nsubj, inhibited, dobj]	1.0
(genistein,nf-kappab)	genistein	nf-kappab	[nsubj, blocked, dobj, activation, amod]	1.0
(genistein,nf-kappab)	genistein	nf-kappab	[nsubj, inhibits, dobj, activation, prep_of]	1.0
(pegaptanib,vegf)	pegaptanib	vegf	[dep, inhibitor, prep_of]	1.0
(pegaptanib,vegf)	pegaptanib	vegf	[appos, inhibitor, nn]	1.0
(pegaptanib,vegf)	pegaptanib	vegf	[appos, antagonist, nn]	1.0
(pegaptanib,vegf)	pegaptanib	vegf	[prep_by, inhibition, nn]	1.0
(sildenafil,endothelin-1)	sildenafil	endothelin-1	[amod, antagonists, amod]	1.0
(calcitriol,cyp24)	calcitriol	cyp24	[nsubj, induces, dobj, expression, prep_of]	1.0
(calcitriol,cyp24)	calcitriol	cyp24	[amod, expression, nn]	1.0
(calcitriol,cyp24)	calcitriol	cyp24	[partmod, induced, dobj, expression, amod]	1.0
(saha,waf1)	saha	waf1	[nsubj, increased, dobj, expression, appos]	1.0
(dhea,g6pd)	dhea	g6pd	[nsubj, inhibits, dobj, activity, amod]	1.0
(dhea,g6pd)	dhea	g6pd	[dep, inhibitor, nn]	1.0
(dhea,g6pd)	dhea	g6pd	[agent, inhibited, nsubjpass]	1.0
(dhea,g6pd)	dhea	g6pd	[prep_of, effects, dobj, investigated, prep_on, expression, prep_of]	1.0
(dhea,g6pd)	dhea	g6pd	[nn, inhibition, prep_of]	1.0
(cangrelor,p2y12)	cangrelor	p2y12	[nsubj, inhibitor, nn]	1.0
(cangrelor,p2y12)	cangrelor	p2y12	[dep, antagonists, num]	1.0
(cangrelor,p2y12)	cangrelor	p2y12	[nsubj, antagonist, nn]	1.0
(cangrelor,p2y12)	cangrelor	p2y12	[nsubj, antagonist, amod]	1.0
(docetaxel,cyp3a)	docetaxel	cyp3a	[nsubj, increased, dobj, activity, amod]	1.0
